Timestamp,In which faculty are you based?,Which of the following organisations usually fund your research?,What is your job title?,Do you use research software?,How important is research software to your work?,Have you developed your own research software?,How do you rate your software development expertise?,Do you feel that you have received sufficient training to develop reliable software?,Would you be interested in the university helping you commercialise some of your research software?,Do you feel that your research software is ready to be shared with a commercial partner?,"Have you used IRIDIS, the University's high-performance computing (HPC) system?",How confident are you with the following technologies? [Version control],How confident are you with the following technologies? [Continuous integration],How confident are you with the following technologies? [Unit testing],How would you rate the university's current level of support for your software-development needs?,Have you or someone in your group ever hired someone specifically to develop software?,Have you ever included costs for software development in a funding proposal?,How suitable would the following models be for your software development needs? [Hire a full-time software developer],How suitable would the following models be for your software development needs? [Recruit a developer from a central Southampton pool as needed]
2019/06/12 2:24:24 pm CET,Faculty of Arts and Humanities,AHRC,Associate Professor,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/12 2:25:12 pm CET,Faculty of Arts and Humanities,,Professor,No,2,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/12 2:26:24 pm CET,Faculty of Arts and Humanities,V C scholarship ,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/12 2:26:38 pm CET,Faculty of Arts and Humanities,,PhD student,Yes,3,Yes,5,Yes,No,No,"No, I do not require HPC in my research",Confident,Confident,Confident,2,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/12 2:27:00 pm CET,Faculty of Arts and Humanities,"SMMI, UoS",PhD student,Yes,5,No,,,,,,,,,,No,Yes,Suitable,Suitable
2019/06/12 2:28:25 pm CET,Faculty of Arts and Humanities,AHRC,PhD student,Yes,3,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/12 2:29:47 pm CET,Faculty of Arts and Humanities,AHRC;British Academy - Leverhulme,Associate Professor,Yes,5,No,,,,,,,,,,Yes,Yes,Suitable,Suitable
2019/06/12 2:31:46 pm CET,Faculty of Arts and Humanities,,PhD student,No,1,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/12 2:33:36 pm CET,Faculty of Arts and Humanities,AHRC,Lecturer,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Perfect
2019/06/12 2:41:57 pm CET,Faculty of Arts and Humanities,AHRC,PhD student,No,1,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/12 2:44:24 pm CET,Faculty of Arts and Humanities,AHRC;ESRC,Lecturer,Yes,3,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/12 2:48:51 pm CET,Faculty of Arts and Humanities,AHRC,,No,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/12 2:51:46 pm CET,Faculty of Arts and Humanities,Leverhulme Trust,PhD student,Yes,5,Yes,2,Yes,No,,"No, I have not used HPC facilities myself, but do I use data from simulations run using the NOCS HPC system",Not confident,Not confident,Not confident,4,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/12 2:54:39 pm CET,Faculty of Arts and Humanities,AHRC,PhD student,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/12 3:38:35 pm CET,Faculty of Arts and Humanities,,PhD student,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/12 3:39:41 pm CET,Faculty of Arts and Humanities,ERC,Research Fellow,No,1,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/12 3:59:39 pm CET,Faculty of Arts and Humanities,Self funded,PhD student,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/12 4:42:44 pm CET,Faculty of Arts and Humanities,Mostly unfunded,Lecturer,Yes,4,No,,,,,,,,,,Yes,No (we did NOT expect to write software as part of the project),,Suitable
2019/06/12 5:09:44 pm CET,Faculty of Arts and Humanities,,Associate Professor,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/12 5:13:24 pm CET,Faculty of Arts and Humanities,Myself,Senior Software Engineer,Yes,3,Yes,5,No,Yes,,N/A,Very confident,Very confident,Very confident,1,Yes,No (we did NOT expect to write software as part of the project),Suitable,Unsuitable
2019/06/12 5:21:42 pm CET,Faculty of Arts and Humanities,Faculty of Humanities at UoS,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/12 5:24:13 pm CET,Faculty of Arts and Humanities,ESRC,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/12 5:39:21 pm CET,Faculty of Arts and Humanities,AHRC,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/12 10:15:30 pm CET,Faculty of Arts and Humanities,AHRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Perfect
2019/06/12 10:26:15 pm CET,Faculty of Arts and Humanities,,Research Fellow,Yes,2,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Suitable
2019/06/13 3:51:46 am CET,Faculty of Arts and Humanities,,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/13 6:45:01 am CET,Faculty of Arts and Humanities,None of my research is funded. It should be! ,Maritime Archaeologist and Remote Sensing Specialist,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Perfect,Perfect
2019/06/13 7:08:00 am CET,Faculty of Arts and Humanities,My government ,PhD student,Yes,5,Yes,5,No,Yes,Yes,"No, I do not require HPC in my research",Very confident,Very confident,,4,No,No (but we DID expect to write software as part of the project),Perfect,Perfect
2019/06/13 3:02:47 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/13 3:03:45 pm CET,Faculty of Environmental and Life Sciences,Gerald Kermit Trust,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/13 3:03:46 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,Yes,4,Yes,No,,"No, I do not require HPC in my research",Confident,Confident,Confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/13 3:03:52 pm CET,Faculty of Environmental and Life Sciences,GSNOCS,PhD student,Yes,5,Yes,3,No,No,,Yes,Confident,Not heard of it,Not confident,2,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/13 3:03:54 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2019/06/13 3:04:26 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,4,Yes,2,No,No,,"No, I do not require HPC in my research",Confident,Not heard of it,Not confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Perfect
2019/06/13 3:04:41 pm CET,Faculty of Environmental and Life Sciences,PTDF ,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,Suitable
2019/06/13 3:04:42 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Unsuitable
2019/06/13 3:04:46 pm CET,Faculty of Environmental and Life Sciences,SMMI,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Unsuitable
2019/06/13 3:04:59 pm CET,Faculty of Environmental and Life Sciences,EPSRC;Rosetrees trust,PhD student,Yes,5,No,,,,,,,,,,Yes,No (we did NOT expect to write software as part of the project),Unsuitable,Perfect
2019/06/13 3:05:51 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,Yes,3,No,No,,"No, I do not require HPC in my research",Not confident,Not heard of it,Not heard of it,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 3:06:35 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/13 3:07:27 pm CET,Faculty of Environmental and Life Sciences,BBSRC;NERC,Associate Professor,Yes,5,No,,,,,,,,,,No,Yes,Suitable,Suitable
2019/06/13 3:07:28 pm CET,Faculty of Environmental and Life Sciences,BBSRC;EPSRC;MRC;NIHR;Wellcome Trust,Lecturer,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Suitable
2019/06/13 3:07:28 pm CET,Faculty of Engineering and Physical Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2019/06/13 3:07:45 pm CET,Faculty of Engineering and Physical Sciences,NERC,PhD student,Yes,5,Yes,2,No,Yes,No,Yes,Not confident,Not heard of it,Not heard of it,1,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 3:08:31 pm CET,Faculty of Environmental and Life Sciences,MRC,Lecturer,Yes,5,No,,,,,,,,,,No,Yes,Unsuitable,Suitable
2019/06/13 3:08:41 pm CET,Faculty of Environmental and Life Sciences,NIHR,Research Fellow,Yes,5,Yes,3,No,,No,"No, I do not require HPC in my research",Confident,Not confident,Not confident,3,Yes,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/13 3:08:58 pm CET,Faculty of Environmental and Life Sciences,NIHR;Versus Arthritis,Senior Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,Suitable
2019/06/13 3:08:59 pm CET,Faculty of Environmental and Life Sciences,ESRC;MRC;NIHR;Wellcome Trust,Lecturer,Yes,5,No,,,,,,,,,,No,Yes,Unsuitable,Perfect
2019/06/13 3:09:15 pm CET,Faculty of Environmental and Life Sciences,NERC,Associate Professor,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/13 3:09:22 pm CET,Faculty of Environmental and Life Sciences,none,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/13 3:09:26 pm CET,Faculty of Environmental and Life Sciences,ESRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Perfect,Unsuitable
2019/06/13 3:09:35 pm CET,Faculty of Environmental and Life Sciences,,Lecturer,Yes,5,No,,,,,,,,,,No,No (but we DID expect to write software as part of the project),,
2019/06/13 3:09:36 pm CET,Faculty of Environmental and Life Sciences,NERC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/13 3:09:50 pm CET,Faculty of Environmental and Life Sciences,NERC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/13 3:09:57 pm CET,Faculty of Environmental and Life Sciences,NIHR,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/13 3:09:59 pm CET,Faculty of Social Sciences,NHS,Trainee Clinical Psychologist,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2019/06/13 3:10:13 pm CET,Faculty of Environmental and Life Sciences,Australian Research Council ,Senior Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/13 3:10:39 pm CET,Faculty of Environmental and Life Sciences,NERC,Research Fellow,Yes,5,Yes,4,No,No,No,"No, but I would like to use IRIDIS in the future",Not confident,Not confident,Not confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 3:12:26 pm CET,Faculty of Environmental and Life Sciences,Alzheimers society,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/13 3:12:30 pm CET,Faculty of Environmental and Life Sciences,,Principal Teaching Fellow,Yes,5,Yes,3,Yes,No,,I do not run computational modelling any more.,Not heard of it,Not heard of it,Not heard of it,1,Yes,No (I'm not involved in writing funding proposals);No (but we DID expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/13 3:12:39 pm CET,Faculty of Environmental and Life Sciences,,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 3:13:13 pm CET,Faculty of Environmental and Life Sciences,Great Ormand St Hospital,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 3:13:53 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/13 3:13:58 pm CET,Faculty of Environmental and Life Sciences,,Lecturer,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/13 3:14:16 pm CET,Faculty of Environmental and Life Sciences,EPSRC;NERC,Professor,Yes,5,Yes,4,No,No,,Yes,Not confident,Not heard of it,Not confident,2,Yes,Yes,Suitable,Suitable
2019/06/13 3:14:42 pm CET,Faculty of Environmental and Life Sciences,ERC,PhD student,Yes,5,Yes,4,No,Yes,,"I have access to it but I am using other HPC facilities for now, still have to migrate to IRIDIS.",Not confident,Not confident,,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 3:15:09 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/13 3:15:25 pm CET,Faculty of Environmental and Life Sciences,Saudi Cultural Bureau,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/13 3:15:27 pm CET,Faculty of Environmental and Life Sciences,ESRC;Office for National Statistics,Professor,Yes,5,Yes,3,No,No,,"No, but I would like to use IRIDIS in the future",Confident,Not confident,Not confident,1,No,Yes,Unsuitable,Suitable
2019/06/13 3:16:09 pm CET,Faculty of Environmental and Life Sciences,EPSRC;NIHR,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 3:16:14 pm CET,Faculty of Environmental and Life Sciences,EPSRC;NERC,PhD student,Yes,5,Yes,3,Yes,No,No,"No, but I would like to use IRIDIS in the future",Confident,Not confident,Not confident,3,No,No (I'm not involved in writing funding proposals),,
2019/06/13 3:18:04 pm CET,Faculty of Environmental and Life Sciences,R&A,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,Suitable
2019/06/13 3:18:20 pm CET,Faculty of Environmental and Life Sciences,Leverhulme Trust,Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Perfect
2019/06/13 3:19:50 pm CET,Faculty of Environmental and Life Sciences,CONACyT,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Perfect
2019/06/13 3:20:03 pm CET,Faculty of Environmental and Life Sciences,EU,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/13 3:21:27 pm CET,Faculty of Environmental and Life Sciences,MRC;Cancer Research UK,Lecturer,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Perfect
2019/06/13 3:22:34 pm CET,Faculty of Environmental and Life Sciences,NOC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/13 3:23:18 pm CET,Faculty of Arts and Humanities,European Commission,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/13 3:26:04 pm CET,Faculty of Environmental and Life Sciences,EPSRC;Wellcome Trust,Associate Professor,Yes,5,Yes,4,No,No,,Yes,Confident,Not confident,Not confident,3,No,Yes,Suitable,Suitable
2019/06/13 3:26:38 pm CET,Faculty of Environmental and Life Sciences,EU,Senior Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/13 3:27:38 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/13 3:28:27 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals);No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/13 3:30:12 pm CET,Faculty of Environmental and Life Sciences,MRC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 3:31:45 pm CET,Faculty of Environmental and Life Sciences,NIHR,Research Fellow,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/13 3:32:17 pm CET,Faculty of Environmental and Life Sciences,,PhD student,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2019/06/13 3:32:52 pm CET,Faculty of Environmental and Life Sciences,Unsure- funded DEdPsych course ,Trainee Educational Psychologist,Yes,3,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Suitable
2019/06/13 3:37:11 pm CET,Faculty of Engineering and Physical Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 3:37:23 pm CET,Faculty of Environmental and Life Sciences,NIHR,Clinical Academic ,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Perfect
2019/06/13 3:37:30 pm CET,Faculty of Environmental and Life Sciences,We are an enterprise group so we bring money in from multiple sources,Senior Enterprise Fellow,Yes,5,Yes,4,Yes,No,Yes,"No, but I would like to use IRIDIS in the future",Not confident,Not heard of it,Not confident,4,No,Yes,Unsuitable,Unsuitable
2019/06/13 3:38:48 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,Yes,2,No,Yes,No,Yes,Not confident,Not confident,Not confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/13 3:41:27 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 3:41:46 pm CET,Faculty of Environmental and Life Sciences,BBSRC,Research Fellow,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 3:41:54 pm CET,Faculty of Environmental and Life Sciences,ESRC,PhD student,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Suitable,Perfect
2019/06/13 3:43:55 pm CET,Faculty of Environmental and Life Sciences,The Health Foundation,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/13 3:49:09 pm CET,Faculty of Environmental and Life Sciences,STFC,Research Fellow,Yes,5,No,,,,,,,,,,No,Yes,Suitable,Suitable
2019/06/13 3:59:41 pm CET,Faculty of Environmental and Life Sciences,EPSRC;NERC,Professor,Yes,5,Yes,3,No,No,,My PhD students have used it,Not confident,Not heard of it,Not heard of it,3,No,No (but we DID expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/13 4:01:55 pm CET,Faculty of Environmental and Life Sciences,BBSRC;ESRC,Lecturer,Yes,5,No,,,,,,,,,,No,Yes,Unsuitable,Unsuitable
2019/06/13 4:04:48 pm CET,Faculty of Environmental and Life Sciences,NERC,Professor,Yes,5,Yes,1,No,Yes,No,"No, I do not require HPC in my research",Confident,Not heard of it,Not heard of it,2,No,No (but we DID expect to write software as part of the project),Unsuitable,Perfect
2019/06/13 4:15:07 pm CET,Faculty of Environmental and Life Sciences,ESRC;MRC;NIHR,,Yes,5,No,,,,,,,,,,Yes,Yes;No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2019/06/13 4:17:32 pm CET,Faculty of Environmental and Life Sciences,ESRC;MRC;NIHR,,Yes,5,Yes,3,Yes,No,,Yes,Confident,Not heard of it,Not heard of it,3,Yes,Yes,Unsuitable,Suitable
2019/06/13 4:20:56 pm CET,Faculty of Environmental and Life Sciences,Chinese Scholarship Council,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Perfect
2019/06/13 4:21:12 pm CET,Faculty of Environmental and Life Sciences,EPSRC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 4:25:52 pm CET,Faculty of Environmental and Life Sciences,NERC,Research Fellow,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/13 4:47:39 pm CET,Faculty of Environmental and Life Sciences,Movember,Senior Research Fellow,Yes,5,No,,,,,,,,,,Yes,Yes,Suitable,Unsuitable
2019/06/13 4:48:19 pm CET,Faculty of Environmental and Life Sciences,"BBSRC;MRC;ARUK, AS",Lecturer,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/13 4:51:53 pm CET,Faculty of Environmental and Life Sciences,BBSRC;NERC,Research Fellow,Yes,5,Yes,3,No,No,No,Yes,Confident,Not confident,Not confident,2,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 4:58:09 pm CET,Faculty of Environmental and Life Sciences,,Trainee Clinical Psychologist,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Perfect,Perfect
2019/06/13 5:05:30 pm CET,Faculty of Environmental and Life Sciences,BBSRC;MRC,Professor,Yes,4,Yes,2,No,No,No,"No, I do not require HPC in my research",Not heard of it,Not heard of it,Not heard of it,3,Yes,Yes,Suitable,
2019/06/13 5:12:22 pm CET,Faculty of Environmental and Life Sciences,NERC,Senior Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/13 5:14:32 pm CET,Faculty of Environmental and Life Sciences,Alzheimers society,clinical doctoral research fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/13 5:41:09 pm CET,Faculty of Environmental and Life Sciences,The University of Southampton,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 5:45:14 pm CET,Faculty of Social Sciences,NHS,Trainee Clinical Psychologist,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/13 5:59:48 pm CET,Faculty of Environmental and Life Sciences,BBSRC;EPSRC,Associate Professor,Yes,5,No,,,,,,,,,,No,Yes,Perfect,Suitable
2019/06/13 6:09:53 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,Suitable
2019/06/13 6:18:51 pm CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 6:31:34 pm CET,Faculty of Environmental and Life Sciences,self funded usually,Senior Lecturer,Yes,3,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,Suitable
2019/06/13 9:01:38 pm CET,Faculty of Environmental and Life Sciences,UoS & Unilever,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 9:22:14 pm CET,Faculty of Environmental and Life Sciences,NERC;Erc,Research Fellow,Yes,5,Yes,3,Yes,Yes,Yes,Yes,Confident,Confident,Confident,3,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/13 9:28:47 pm CET,Faculty of Social Sciences,"Not sure, on the Doctorate of Educational Psychology ",Trainee Educational Psychologist,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/13 9:36:32 pm CET,Faculty of Environmental and Life Sciences,Vitacress,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 9:50:27 pm CET,Faculty of Environmental and Life Sciences,NERC,Professor,Yes,5,Yes,3,No,No,No,"No, I do not require HPC in my research",Not heard of it,Not heard of it,Not heard of it,3,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/13 10:13:35 pm CET,Faculty of Environmental and Life Sciences,Health Education England (Wessex),PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2019/06/13 10:47:35 pm CET,Faculty of Environmental and Life Sciences,ESRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/13 11:49:53 pm CET,Faculty of Arts and Humanities,,,No,1,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 4:38:01 am CET,Faculty of Environmental and Life Sciences,NHS Trust & charities,Arts Officer,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 6:54:56 am CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,Yes,3,No,No,No,"No, I use other HPC facilities",Not confident,Not heard of it,Not heard of it,2,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 7:03:28 am CET,Faculty of Environmental and Life Sciences,NERC,Lecturer,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Suitable
2019/06/14 8:22:05 am CET,Faculty of Environmental and Life Sciences,MRC;Cancer Research UK;Wellcome Trust,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Perfect,Perfect
2019/06/14 8:42:27 am CET,Faculty of Arts and Humanities,SMMI/self-funded,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Perfect
2019/06/14 8:52:05 am CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 9:15:04 am CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 9:25:06 am CET,Faculty of Environmental and Life Sciences,NIHR,Trainee Clinical Psychologist,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 9:36:40 am CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 9:44:39 am CET,Faculty of Environmental and Life Sciences,NIHR;Versus Arthritis,Senior Research Fellow,Yes,5,No,,,,,,,,,,No,Yes,Perfect,Suitable
2019/06/14 9:46:57 am CET,Faculty of Arts and Humanities,Vice-Chancellor's scholarship,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 9:52:19 am CET,Faculty of Environmental and Life Sciences,BBSRC;MRC;Wellcome Trust,Reader,Yes,5,Yes,1,No,No,,Yes,Not confident,Not heard of it,Not heard of it,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
